id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,ano,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
173715,2007-01-01,segunda,00:50:00,rj,101,321.5,niteroi,nao guardar distancia de seguranca,colisao traseira,sem vitimas,plena noite,decrescente,chuva,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
174859,2007-01-03,quarta,15:45:00,rj,101,329,niteroi,falta de atencao,colisao traseira,sem vitimas,pleno dia,crescente,nublado,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
175579,2007-01-01,segunda,12:00:00,rj,101,328,rio de janeiro,nao guardar distancia de seguranca,colisao traseira,sem vitimas,pleno dia,crescente,chuva,dupla,reta,urbano,2007,7,0,0,0,7,0,0,6,,,,,
176697,2007-01-03,quarta,15:50:00,rj,101,328,rio de janeiro,outras,queda de motocicleta - bicicleta - veiculo,com vitimas feridas,pleno dia,crescente,ceu claro,dupla,reta,urbano,2007,1,0,1,0,0,0,1,1,,,,,
176913,2007-01-08,segunda,10:20:00,rj,101,322,niteroi,outras,colisao com objeto fixo,sem vitimas,pleno dia,crescente,ceu claro,dupla,reta,urbano,2007,1,0,0,0,1,0,0,1,,,,,
177409,2007-01-01,segunda,12:20:00,rj,101,324,niteroi,falta de atencao,colisao traseira,sem vitimas,pleno dia,crescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
177455,2007-01-10,quarta,05:50:00,rj,101,322,niteroi,nao guardar distancia de seguranca,colisao traseira,sem vitimas,amanhecer,decrescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
177496,2007-01-06,sabado,18:00:00,rj,101,322.5,niteroi,falta de atencao,colisao lateral,sem vitimas,anoitecer,crescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
177537,2007-01-07,domingo,03:15:00,rj,101,327,niteroi,falta de atencao,colisao traseira,sem vitimas,plena noite,decrescente,nublado,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
177640,2007-01-06,sabado,15:00:00,rj,101,322.5,niteroi,nao guardar distancia de seguranca,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,multipla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
177970,2007-01-03,quarta,11:45:00,rj,101,324,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
177984,2007-01-03,quarta,19:48:00,rj,101,323,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,chuva,dupla,reta,urbano,2007,3,0,0,0,3,0,0,3,,,,,
178124,2007-01-07,domingo,16:40:00,rj,101,326,niteroi,nao guardar distancia de seguranca,colisao lateral,com vitimas feridas,pleno dia,crescente,chuva,multipla,reta,urbano,2007,4,0,3,0,1,0,3,2,,,,,
178247,2007-01-03,quarta,16:30:00,rj,101,322,niteroi,outras,colisao lateral,sem vitimas,pleno dia,crescente,nublado,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
178483,2007-01-12,sexta,16:30:00,rj,101,330,rio de janeiro,outras,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
178521,2007-01-12,sexta,19:00:00,rj,101,322,niteroi,outras,colisao lateral,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
178542,2007-01-12,sexta,19:15:00,rj,101,322,niteroi,outras,colisao lateral,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
178677,2007-01-13,sabado,03:30:00,rj,101,329,rio de janeiro,outras,colisao traseira,sem vitimas,plena noite,crescente,chuva,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
178697,2007-01-12,sexta,11:30:00,rj,101,332,rio de janeiro,outras,colisao lateral,sem vitimas,pleno dia,crescente,nublado,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
179181,2007-01-07,domingo,18:10:00,rj,101,330,rio de janeiro,outras,colisao traseira,sem vitimas,pleno dia,crescente,chuva,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
179430,2007-01-07,domingo,09:30:00,rj,101,322,niteroi,falta de atencao,colisao traseira,sem vitimas,pleno dia,decrescente,nublado,multipla,reta,urbano,2007,9,0,0,0,9,0,0,3,,,,,
179809,2007-01-12,sexta,14:50:00,rj,101,330,niteroi,outras,colisao lateral,sem vitimas,pleno dia,decrescente,sol,dupla,reta,rural,2007,2,0,0,0,2,0,0,2,,,,,
180971,2007-01-18,quinta,08:55:00,rj,101,325,niteroi,outras,colisao traseira,com vitimas feridas,pleno dia,decrescente,chuva,dupla,reta,urbano,2007,2,0,1,0,1,0,1,2,,,,,
180991,2007-01-08,segunda,01:30:00,rj,101,321,niteroi,outras,colisao lateral,sem vitimas,plena noite,crescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,1,1,0,2,,,,,
181250,2007-01-19,sexta,16:20:00,rj,101,322,niteroi,falta de atencao,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2007,4,0,0,0,4,0,0,4,,,,,
181355,2007-01-19,sexta,22:45:00,rj,101,328,rio de janeiro,outras,colisao traseira,sem vitimas,plena noite,decrescente,ceu claro,multipla,reta,urbano,2007,3,0,0,0,3,0,0,3,,,,,
181617,2007-01-20,sabado,17:30:00,rj,101,322,niteroi,outras,colisao com objeto fixo,com vitimas feridas,pleno dia,decrescente,ceu claro,simples,reta,urbano,2007,1,0,1,0,0,0,1,1,,,,,
181792,2007-01-17,quarta,18:00:00,rj,101,321,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2007,4,0,0,0,4,0,0,4,,,,,
182149,2007-01-22,segunda,06:45:00,rj,101,322,niteroi,nao guardar distancia de seguranca,colisao traseira,sem vitimas,pleno dia,decrescente,chuva,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
182386,2007-01-22,segunda,11:10:00,rj,101,322,niteroi,outras,colisao lateral,sem vitimas,pleno dia,decrescente,nublado,simples,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
182854,2007-01-23,terca,17:00:00,rj,101,322,niteroi,outras,colisao lateral,sem vitimas,anoitecer,decrescente,nublado,multipla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
182857,2007-01-21,domingo,17:00:00,rj,101,322,niteroi,outras,colisao lateral,sem vitimas,pleno dia,crescente,nublado,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
182874,2007-01-23,terca,17:00:00,rj,101,328,rio de janeiro,falta de atencao,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,multipla,reta,urbano,2007,2,0,0,0,1,1,0,2,,,,,
183069,2007-01-17,quarta,04:00:00,rj,101,323,niteroi,outras,colisao com objeto fixo,sem vitimas,plena noite,decrescente,nublado,dupla,reta,urbano,2007,1,0,0,0,1,0,0,1,,,,,
183236,2007-01-20,sabado,13:30:00,rj,101,330,rio de janeiro,outras,colisao lateral,sem vitimas,pleno dia,decrescente,sol,dupla,reta,rural,2007,2,0,0,0,2,0,0,2,,,,,
183646,2007-01-25,quinta,10:20:00,rj,101,323,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,simples,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
184250,2007-01-27,sabado,08:40:00,rj,101,323,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
184647,2007-01-20,sabado,03:30:00,rj,101,322,niteroi,outras,colisao lateral,sem vitimas,pleno dia,decrescente,sol,dupla,reta,rural,2007,2,0,0,0,2,0,0,2,,,,,
184668,2007-01-27,sabado,23:20:00,rj,101,322,niteroi,outras,colisao com objeto fixo,sem vitimas,plena noite,decrescente,chuva,simples,curva,urbano,2007,1,0,0,0,1,0,0,1,,,,,
184852,2007-01-28,domingo,19:00:00,rj,101,326,niteroi,outras,colisao traseira,com vitimas feridas,anoitecer,crescente,ceu claro,dupla,reta,urbano,2007,5,0,1,0,4,0,1,4,,,,,
184961,2007-01-27,sabado,10:30:00,rj,101,323,niteroi,ingestao de alcool,colisao transversal,sem vitimas,pleno dia,crescente,ceu claro,simples,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
185722,2007-01-15,segunda,08:30:00,rj,101,328,rio de janeiro,outras,colisao traseira,com vitimas feridas,pleno dia,crescente,nublado,dupla,reta,urbano,2007,4,0,2,0,2,0,2,2,,,,,
185736,2007-01-28,domingo,01:40:00,rj,101,327,rio de janeiro,outras,colisao traseira,sem vitimas,plena noite,decrescente,nublado,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
185748,2007-01-20,sabado,05:20:00,rj,101,329,rio de janeiro,outras,colisao lateral,sem vitimas,plena noite,decrescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
185763,2007-01-27,sabado,07:10:00,rj,101,322,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
185870,2007-01-28,domingo,04:30:00,rj,101,330,rio de janeiro,falta de atencao,capotamento,com vitimas feridas,plena noite,crescente,nublado,dupla,reta,urbano,2007,2,0,2,0,0,0,2,1,,,,,
185889,2007-01-31,quarta,06:25:00,rj,101,322,niteroi,nao guardar distancia de seguranca,colisao traseira,sem vitimas,pleno dia,crescente,nublado,simples,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
186200,2007-01-31,quarta,19:10:00,rj,101,321,niteroi,outras,colisao traseira,sem vitimas,anoitecer,decrescente,nublado,dupla,reta,urbano,2007,2,0,0,0,1,1,0,2,,,,,
186645,2007-02-01,quinta,17:05:00,rj,101,323,niteroi,outras,capotamento,sem vitimas,pleno dia,decrescente,sol,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
186667,2007-01-29,segunda,03:15:00,rj,101,322,niteroi,outras,colisao com objeto fixo,sem vitimas,plena noite,decrescente,chuva,dupla,reta,urbano,2007,1,0,0,0,1,0,0,1,,,,,
186701,2007-01-28,domingo,19:30:00,rj,101,322,niteroi,outras,colisao com objeto fixo,sem vitimas,anoitecer,decrescente,nublado,dupla,reta,rural,2007,1,0,0,0,1,0,0,1,,,,,
186786,2007-02-02,sexta,06:00:00,rj,101,322,niteroi,outras,colisao com objeto fixo,sem vitimas,amanhecer,decrescente,ceu claro,dupla,reta,urbano,2007,1,0,0,0,1,0,0,1,,,,,
186803,2007-02-02,sexta,11:30:00,rj,101,327,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,sol,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
186804,2007-02-02,sexta,13:20:00,rj,101,322,niteroi,outras,colisao com objeto fixo,sem vitimas,pleno dia,crescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
186951,2007-02-02,sexta,14:00:00,rj,101,328,niteroi,outras,colisao com objeto movel,com vitimas feridas,pleno dia,crescente,sol,dupla,reta,urbano,2007,3,0,2,0,1,0,2,2,,,,,
187081,2007-01-26,sexta,11:00:00,rj,101,326,niteroi,outras,colisao traseira,com vitimas feridas,pleno dia,decrescente,ceu claro,multipla,reta,urbano,2007,2,0,1,0,1,0,1,2,,,,,
187084,2007-01-26,sexta,14:30:00,rj,101,324,niteroi,falta de atencao,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,multipla,reta,urbano,2007,3,0,0,0,3,0,0,3,,,,,
187232,2007-02-03,sabado,10:30:00,rj,101,322,niteroi,falta de atencao,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
187263,2007-02-03,sabado,18:30:00,rj,101,322,niteroi,falta de atencao,colisao traseira,sem vitimas,anoitecer,decrescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
187952,2007-02-01,quinta,06:40:00,rj,101,321,niteroi,outras,colisao traseira,com vitimas feridas,pleno dia,crescente,ceu claro,dupla,reta,rural,2007,2,0,2,0,0,0,2,2,,,,,
188014,2007-02-05,segunda,09:50:00,rj,101,325,niteroi,outras,colisao traseira,sem vitimas,pleno dia,crescente,ceu claro,dupla,reta,urbano,2007,3,0,0,0,3,0,0,3,,,,,
188219,2007-01-31,quarta,18:30:00,rj,101,325,niteroi,outras,colisao traseira,sem vitimas,anoitecer,decrescente,nublado,dupla,reta,urbano,2007,3,0,0,0,3,0,0,3,,,,,
188366,2007-01-30,terca,16:30:00,rj,101,332,rio de janeiro,outras,colisao traseira,sem vitimas,pleno dia,crescente,nublado,dupla,reta,urbano,2007,3,0,0,0,3,0,0,3,,,,,
188512,2007-02-06,terca,18:30:00,rj,101,321,niteroi,outras,colisao traseira,sem vitimas,anoitecer,decrescente,nublado,dupla,reta,urbano,2007,4,0,0,0,4,0,0,4,,,,,
188778,2007-02-03,sabado,17:00:00,rj,101,322.5,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
188842,2007-01-26,sexta,22:10:00,rj,101,333,rio de janeiro,falta de atencao,colisao com objeto fixo,com vitimas feridas,plena noite,decrescente,ceu claro,multipla,reta,urbano,2007,2,0,1,0,1,0,1,2,,,,,
188891,2007-02-03,sabado,20:40:00,rj,101,322,niteroi,outras,colisao lateral,com vitimas feridas,plena noite,crescente,ceu claro,dupla,reta,urbano,2007,2,0,1,0,1,0,1,2,,,,,
189219,2007-02-08,quinta,06:00:00,rj,101,324,rio de janeiro,falta de atencao,colisao lateral,sem vitimas,amanhecer,decrescente,ceu claro,multipla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
189733,2007-02-09,sexta,10:00:00,rj,101,329.3,rio de janeiro,falta de atencao,colisao traseira,sem vitimas,pleno dia,crescente,sol,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
189814,2007-02-09,sexta,16:24:00,rj,101,329,rio de janeiro,nao guardar distancia de seguranca,colisao traseira,sem vitimas,pleno dia,crescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
190583,2007-02-11,domingo,16:30:00,rj,101,326,rio de janeiro,nao guardar distancia de seguranca,colisao traseira,sem vitimas,pleno dia,crescente,chuva,dupla,reta,urbano,2007,3,0,0,0,3,0,0,3,,,,,
190602,2007-02-11,domingo,21:05:00,rj,101,326,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,chuva,multipla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
190609,2007-02-11,domingo,15:50:00,rj,101,326,niteroi,falta de atencao,colisao traseira,sem vitimas,pleno dia,crescente,chuva,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
190818,2007-02-10,sabado,13:00:00,rj,101,326,niteroi,falta de atencao,colisao traseira,sem vitimas,pleno dia,decrescente,sol,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
191023,2007-02-12,segunda,11:00:00,rj,101,330,rio de janeiro,falta de atencao,colisao traseira,sem vitimas,pleno dia,crescente,ceu claro,multipla,reta,urbano,2007,3,0,0,0,3,0,0,2,,,,,
191309,2007-02-04,domingo,02:30:00,rj,101,327,niteroi,dormindo,colisao traseira,com vitimas feridas,plena noite,decrescente,ceu claro,multipla,reta,urbano,2007,3,0,1,0,2,0,1,2,,,,,
191514,2007-02-13,terca,15:30:00,rj,101,333,rio de janeiro,outras,colisao traseira,com vitimas feridas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2007,2,0,1,0,1,0,1,2,,,,,
191553,2007-02-13,terca,20:15:00,rj,101,322,niteroi,outras,colisao com objeto fixo,sem vitimas,plena noite,decrescente,ceu claro,dupla,reta,urbano,2007,1,0,0,0,1,0,0,1,,,,,
191671,2007-02-13,terca,19:20:00,rj,101,324.5,niteroi,outras,capotamento,com vitimas feridas,pleno dia,crescente,ceu claro,dupla,reta,urbano,2007,3,0,0,1,2,0,1,3,,,,,
191734,2007-02-14,quarta,09:00:00,rj,101,321,niteroi,falta de atencao,colisao lateral,com vitimas feridas,pleno dia,crescente,ceu claro,dupla,curva,urbano,2007,2,0,0,1,1,0,1,2,,,,,
191853,2007-02-14,quarta,11:40:00,rj,101,326,niteroi,outras,colisao traseira,com vitimas feridas,pleno dia,decrescente,sol,multipla,reta,urbano,2007,2,0,1,0,1,0,1,2,,,,,
191867,2007-02-14,quarta,14:40:00,rj,101,325,niteroi,outras,colisao traseira,com vitimas feridas,pleno dia,crescente,ceu claro,dupla,reta,urbano,2007,4,0,0,1,3,0,1,3,,,,,
192159,2007-02-15,quinta,08:40:00,rj,101,322,niteroi,outras,colisao traseira,sem vitimas,pleno dia,crescente,nublado,dupla,reta,urbano,2007,4,0,0,0,4,0,0,4,,,,,
192232,2007-02-11,domingo,21:40:00,rj,101,322,niteroi,outras,colisao traseira,sem vitimas,plena noite,crescente,chuva,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
192245,2007-02-15,quinta,12:50:00,rj,101,322.5,niteroi,nao guardar distancia de seguranca,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
192269,2007-02-11,domingo,18:00:00,rj,101,324,niteroi,outras,colisao traseira,sem vitimas,pleno dia,crescente,chuva,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
192516,2007-02-11,domingo,21:20:00,rj,101,322,niteroi,falta de atencao,colisao com objeto fixo,sem vitimas,plena noite,decrescente,ceu claro,multipla,reta,urbano,2007,1,0,0,0,1,0,0,1,,,,,
192613,2007-02-16,sexta,09:00:00,rj,101,322,niteroi,outras,colisao lateral,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2007,3,0,0,0,3,0,0,3,,,,,
192676,2007-02-16,sexta,12:15:00,rj,101,322,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2007,3,0,0,0,3,0,0,3,,,,,
192965,2007-02-17,sabado,01:30:00,rj,101,323,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
193038,2007-02-13,terca,19:30:00,rj,101,324,niteroi,outras,colisao traseira,sem vitimas,anoitecer,decrescente,ceu claro,dupla,reta,rural,2007,2,0,0,0,2,0,0,2,,,,,
193096,2007-02-14,quarta,17:50:00,rj,101,322,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,sol,dupla,reta,urbano,2007,3,0,0,0,3,0,0,3,,,,,
193113,2007-02-17,sabado,07:00:00,rj,101,324,niteroi,outras,colisao lateral,sem vitimas,pleno dia,decrescente,sol,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
193150,2007-02-17,sabado,08:30:00,rj,101,325,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2007,3,0,0,0,3,0,0,3,,,,,
193187,2007-02-17,sabado,10:05:00,rj,101,323,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,sol,dupla,reta,rural,2007,2,0,0,0,2,0,0,2,,,,,
193368,2007-02-17,sabado,16:30:00,rj,101,326,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
193438,2007-02-17,sabado,17:30:00,rj,101,328,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,sol,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
193446,2007-02-17,sabado,18:45:00,rj,101,325,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
193461,2007-02-17,sabado,16:40:00,rj,101,332,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,sol,dupla,reta,rural,2007,2,0,0,0,2,0,0,2,,,,,
193565,2007-02-17,sabado,20:00:00,rj,101,323,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,ceu claro,dupla,reta,rural,2007,2,0,0,0,2,0,0,2,,,,,
193632,2007-02-18,domingo,07:30:00,rj,101,324,niteroi,outras,colisao traseira,com vitimas feridas,pleno dia,decrescente,sol,multipla,reta,urbano,2007,4,0,2,0,2,0,2,2,,,,,
193637,2007-02-18,domingo,06:00:00,rj,101,328,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
193648,2007-02-18,domingo,10:45:00,rj,101,330,rio de janeiro,outras,colisao traseira,sem vitimas,pleno dia,decrescente,sol,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
193737,2007-02-18,domingo,17:10:00,rj,101,326,niteroi,outras,queda de motocicleta - bicicleta - veiculo,com vitimas feridas,pleno dia,crescente,sol,dupla,reta,urbano,2007,2,0,2,0,0,0,2,1,,,,,
194071,2007-02-15,quinta,07:00:00,rj,101,322.5,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2007,3,0,0,0,3,0,0,3,,,,,
194168,2007-02-19,segunda,10:30:00,rj,101,324,niteroi,falta de atencao,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,multipla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
194305,2007-02-17,sabado,05:10:00,rj,101,323,niteroi,outras,colisao traseira,sem vitimas,amanhecer,decrescente,ceu claro,multipla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
194319,2007-02-16,sexta,20:20:00,rj,101,321,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
194320,2007-02-17,sabado,04:15:00,rj,101,322,niteroi,falta de atencao,colisao lateral,sem vitimas,plena noite,decrescente,ceu claro,simples,reta,urbano,2007,3,0,0,0,3,0,0,3,,,,,
195071,2007-02-21,quarta,08:00:00,rj,101,331.5,rio de janeiro,falta de atencao,colisao traseira,sem vitimas,amanhecer,crescente,sol,multipla,reta,urbano,2007,3,0,0,0,3,0,0,3,,,,,
195226,2007-02-21,quarta,07:50:00,rj,101,322,niteroi,defeito mecanico em veiculo,colisao traseira,sem vitimas,pleno dia,decrescente,sol,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
195440,2007-02-22,quinta,10:30:00,rj,101,324,niteroi,outras,colisao traseira,sem vitimas,pleno dia,crescente,sol,dupla,reta,urbano,2007,1,0,0,0,1,0,0,1,,,,,
196078,2007-02-16,sexta,15:20:00,rj,101,330,rio de janeiro,falta de atencao,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,multipla,reta,urbano,2007,4,0,0,0,4,0,0,4,,,,,
196079,2007-02-24,sabado,07:00:00,rj,101,328,rio de janeiro,outras,queda de motocicleta - bicicleta - veiculo,com vitimas feridas,pleno dia,crescente,sol,multipla,reta,urbano,2007,1,0,0,1,0,0,1,1,,,,,
196129,2007-02-16,sexta,15:00:00,rj,101,322,niteroi,falta de atencao,colisao lateral,sem vitimas,pleno dia,decrescente,ceu claro,multipla,reta,urbano,2007,2,0,0,0,1,1,0,2,,,,,
196278,2007-02-24,sabado,21:50:00,rj,101,324,niteroi,defeito mecanico em veiculo,colisao com objeto movel,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2007,3,0,0,0,3,0,0,3,,,,,
196613,2007-02-25,domingo,19:00:00,rj,101,322,niteroi,outras,colisao traseira,sem vitimas,anoitecer,crescente,ceu claro,multipla,reta,rural,2007,2,0,0,0,2,0,0,2,,,,,
196813,2007-02-22,quinta,19:30:00,rj,101,329,rio de janeiro,outras,colisao traseira,sem vitimas,anoitecer,decrescente,ceu claro,dupla,reta,urbano,2007,3,0,0,0,3,0,0,2,,,,,
196925,2007-02-26,segunda,15:30:00,rj,101,326,niteroi,outras,capotamento,com vitimas feridas,pleno dia,decrescente,sol,dupla,reta,urbano,2007,1,0,1,0,0,0,1,1,,,,,
197254,2007-02-15,quinta,17:00:00,rj,101,329,rio de janeiro,outras,colisao transversal,com vitimas feridas,pleno dia,crescente,sol,dupla,reta,urbano,2007,2,0,1,0,1,0,1,2,,,,,
197298,2007-02-27,terca,14:30:00,rj,101,321,niteroi,defeito mecanico em veiculo,colisao traseira,sem vitimas,pleno dia,crescente,ceu claro,simples,reta,urbano,2007,3,0,0,0,3,0,0,3,,,,,
197592,2007-02-20,terca,21:00:00,rj,101,324,niteroi,outras,queda de motocicleta - bicicleta - veiculo,com vitimas feridas,plena noite,decrescente,ceu claro,dupla,reta,urbano,2007,1,0,1,0,0,0,1,1,,,,,
197698,2007-02-28,quarta,13:30:00,rj,101,327,niteroi,outras,colisao com objeto fixo,sem vitimas,pleno dia,decrescente,ceu claro,multipla,reta,urbano,2007,1,0,0,0,1,0,0,1,,,,,
197730,2007-02-28,quarta,15:18:00,rj,101,322,niteroi,outras,colisao traseira,com vitimas fatais,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2007,2,1,0,0,1,0,0,2,,,,,
197741,2007-02-28,quarta,13:30:00,rj,101,327,niteroi,outras,colisao lateral,sem vitimas,pleno dia,crescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,1,1,0,2,,,,,
198269,2007-03-01,quinta,09:10:00,rj,101,332.3,rio de janeiro,outras,colisao com objeto movel,sem vitimas,pleno dia,crescente,sol,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
198456,2007-03-02,sexta,12:50:00,rj,101,333,rio de janeiro,outras,colisao com objeto movel,sem vitimas,pleno dia,crescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
198520,2007-03-02,sexta,15:40:00,rj,101,321,niteroi,defeito mecanico em veiculo,colisao com objeto movel,sem vitimas,pleno dia,crescente,sol,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
198552,2007-03-02,sexta,17:30:00,rj,101,322,niteroi,falta de atencao,queda de motocicleta - bicicleta - veiculo,sem vitimas,pleno dia,crescente,sol,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
198560,2007-02-28,quarta,15:00:00,rj,101,332,niteroi,outras,colisao com objeto fixo,com vitimas feridas,pleno dia,crescente,ceu claro,dupla,reta,urbano,2007,1,0,1,0,0,0,1,1,,,,,
198812,2007-02-27,terca,18:45:00,rj,101,327,rio de janeiro,outras,colisao traseira,sem vitimas,anoitecer,crescente,ceu claro,multipla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
199149,2007-03-04,domingo,12:20:00,rj,101,328,rio de janeiro,falta de atencao,colisao com objeto fixo,sem vitimas,pleno dia,crescente,sol,multipla,reta,urbano,2007,1,0,0,0,1,0,0,1,,,,,
199457,2007-03-03,sabado,08:49:00,rj,101,324,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2007,3,0,0,0,3,0,0,3,,,,,
199602,2007-03-05,segunda,07:30:00,rj,101,330,rio de janeiro,outras,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2007,2,0,0,0,2,0,0,2,,,,,
